,Year,County,Strata,Strata_Name,Cause_Desc,Count
91,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic liver disease and cirrhosis,0
92,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic lower respiratory diseases,0
93,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Diabetes mellitus,0
94,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Diseases of heart,0
95,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Essential hypertension and hypertensive renal disease,0
96,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Influenza and pneumonia,0
97,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Intentional self-harm (suicide),0
98,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Malignant neoplasms,0
99,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,"Nephritis, nephrotic syndrome and nephrosis",0
100,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Parkinson's disease,0
101,2014,Alameda,Race-Ethnicity,Hispanic,Accidents (unintentional injuries),66
102,2014,Alameda,Race-Ethnicity,Hispanic,Alzheimer's disease,32
103,2014,Alameda,Race-Ethnicity,Hispanic,Assault (homicide),21
104,2014,Alameda,Race-Ethnicity,Hispanic,Cerebrovascular diseases,44
105,2014,Alameda,Race-Ethnicity,Hispanic,Chronic liver disease and cirrhosis,39
106,2014,Alameda,Race-Ethnicity,Hispanic,Chronic lower respiratory diseases,25
107,2014,Alameda,Race-Ethnicity,Hispanic,Diabetes mellitus,52
108,2014,Alameda,Race-Ethnicity,Hispanic,Diseases of heart,173
109,2014,Alameda,Race-Ethnicity,Hispanic,Essential hypertension and hypertensive renal disease,0
110,2014,Alameda,Race-Ethnicity,Hispanic,Influenza and pneumonia,22
111,2014,Alameda,Race-Ethnicity,Hispanic,Intentional self-harm (suicide),21
112,2014,Alameda,Race-Ethnicity,Hispanic,Malignant neoplasms,244
113,2014,Alameda,Race-Ethnicity,Hispanic,"Nephritis, nephrotic syndrome and nephrosis",12
114,2014,Alameda,Race-Ethnicity,Hispanic,Parkinson's disease,0
115,2014,Alameda,Race-Ethnicity,Multi-Race,Accidents (unintentional injuries),11
116,2014,Alameda,Race-Ethnicity,Multi-Race,Alzheimer's disease,0
117,2014,Alameda,Race-Ethnicity,Multi-Race,Assault (homicide),0
118,2014,Alameda,Race-Ethnicity,Multi-Race,Cerebrovascular diseases,0
119,2014,Alameda,Race-Ethnicity,Multi-Race,Chronic liver disease and cirrhosis,0
120,2014,Alameda,Race-Ethnicity,Multi-Race,Chronic lower respiratory diseases,0
121,2014,Alameda,Race-Ethnicity,Multi-Race,Diabetes mellitus,0
122,2014,Alameda,Race-Ethnicity,Multi-Race,Diseases of heart,14
123,2014,Alameda,Race-Ethnicity,Multi-Race,Essential hypertension and hypertensive renal disease,0
124,2014,Alameda,Race-Ethnicity,Multi-Race,Influenza and pneumonia,0
125,2014,Alameda,Race-Ethnicity,Multi-Race,Intentional self-harm (suicide),0
126,2014,Alameda,Race-Ethnicity,Multi-Race,Malignant neoplasms,24
127,2014,Alameda,Race-Ethnicity,Multi-Race,"Nephritis, nephrotic syndrome and nephrosis",0
128,2014,Alameda,Race-Ethnicity,Multi-Race,Parkinson's disease,0
129,2014,Alameda,Race-Ethnicity,Other/Unknown,Accidents (unintentional injuries),0
130,2014,Alameda,Race-Ethnicity,Other/Unknown,Alzheimer's disease,0
131,2014,Alameda,Race-Ethnicity,Other/Unknown,Assault (homicide),0
132,2014,Alameda,Race-Ethnicity,Other/Unknown,Cerebrovascular diseases,0
133,2014,Alameda,Race-Ethnicity,Other/Unknown,Chronic liver disease and cirrhosis,0
134,2014,Alameda,Race-Ethnicity,Other/Unknown,Chronic lower respiratory diseases,0
135,2014,Alameda,Race-Ethnicity,Other/Unknown,Diabetes mellitus,0
136,2014,Alameda,Race-Ethnicity,Other/Unknown,Diseases of heart,24
137,2014,Alameda,Race-Ethnicity,Other/Unknown,Essential hypertension and hypertensive renal disease,0
138,2014,Alameda,Race-Ethnicity,Other/Unknown,Influenza and pneumonia,0
139,2014,Alameda,Race-Ethnicity,Other/Unknown,Intentional self-harm (suicide),0
140,2014,Alameda,Race-Ethnicity,Other/Unknown,Malignant neoplasms,25
141,2014,Alameda,Race-Ethnicity,Other/Unknown,"Nephritis, nephrotic syndrome and nephrosis",0
142,2014,Alameda,Race-Ethnicity,Other/Unknown,Parkinson's disease,0
143,2014,Alameda,Race-Ethnicity,White,Accidents (unintentional injuries),188
144,2014,Alameda,Race-Ethnicity,White,Alzheimer's disease,296
145,2014,Alameda,Race-Ethnicity,White,Assault (homicide),11
146,2014,Alameda,Race-Ethnicity,White,Cerebrovascular diseases,265
147,2014,Alameda,Race-Ethnicity,White,Chronic liver disease and cirrhosis,78
148,2014,Alameda,Race-Ethnicity,White,Chronic lower respiratory diseases,260
149,2014,Alameda,Race-Ethnicity,White,Diabetes mellitus,143
150,2014,Alameda,Race-Ethnicity,White,Diseases of heart,1028
151,2014,Alameda,Race-Ethnicity,White,Essential hypertension and hypertensive renal disease,98
152,2014,Alameda,Race-Ethnicity,White,Influenza and pneumonia,115
153,2014,Alameda,Race-Ethnicity,White,Intentional self-harm (suicide),93
154,2014,Alameda,Race-Ethnicity,White,Malignant neoplasms,1157
155,2014,Alameda,Race-Ethnicity,White,"Nephritis, nephrotic syndrome and nephrosis",52
156,2014,Alameda,Race-Ethnicity,White,Parkinson's disease,66
157,2014,Alameda,Total Population,Total Population,Accidents (unintentional injuries),413
158,2014,Alameda,Total Population,Total Population,Alzheimer's disease,474
159,2014,Alameda,Total Population,Total Population,Assault (homicide),105
160,2014,Alameda,Total Population,Total Population,Cerebrovascular diseases,536
161,2014,Alameda,Total Population,Total Population,Chronic liver disease and cirrhosis,155
162,2014,Alameda,Total Population,Total Population,Chronic lower respiratory diseases,407
163,2014,Alameda,Total Population,Total Population,Diabetes mellitus,362
164,2014,Alameda,Total Population,Total Population,Diseases of heart,1877
165,2014,Alameda,Total Population,Total Population,Essential hypertension and hypertensive renal disease,201
166,2014,Alameda,Total Population,Total Population,Influenza and pneumonia,224
167,2014,Alameda,Total Population,Total Population,Intentional self-harm (suicide),162
168,2014,Alameda,Total Population,Total Population,Malignant neoplasms,2302
169,2014,Alameda,Total Population,Total Population,"Nephritis, nephrotic syndrome and nephrosis",119
170,2014,Alameda,Total Population,Total Population,Parkinson's disease,92
171,2014,Contra Costa,Age,1-4 years,All causes (total),0
172,2014,Contra Costa,Age,15-24 years,All causes (total),97
173,2014,Contra Costa,Age,25-34 years,All causes (total),121
174,2014,Contra Costa,Age,35-44 years,All causes (total),164
175,2014,Contra Costa,Age,45-54 years,All causes (total),451
176,2014,Contra Costa,Age,5-14 years,All causes (total),0
177,2014,Contra Costa,Age,55-64 years,All causes (total),868
178,2014,Contra Costa,Age,65-74 years,All causes (total),1187
179,2014,Contra Costa,Age,75-84 years,All causes (total),1694
180,2014,Contra Costa,Age,85 years and over,All causes (total),2701
181,2014,Contra Costa,Age,Under 1 year,All causes (total),48
182,2014,Contra Costa,Gender,Female,Accidents (unintentional injuries),100
183,2014,Contra Costa,Gender,Female,Alzheimer's disease,311
184,2014,Contra Costa,Gender,Female,Assault (homicide),0
185,2014,Contra Costa,Gender,Female,Cerebrovascular diseases,316
186,2014,Contra Costa,Gender,Female,Chronic liver disease and cirrhosis,37
187,2014,Contra Costa,Gender,Female,Chronic lower respiratory diseases,195
188,2014,Contra Costa,Gender,Female,Diabetes mellitus,99
189,2014,Contra Costa,Gender,Female,Diseases of heart,685
190,2014,Contra Costa,Gender,Female,Essential hypertension and hypertensive renal disease,74
191,2014,Contra Costa,Gender,Female,Influenza and pneumonia,68
192,2014,Contra Costa,Gender,Female,Intentional self-harm (suicide),25
193,2014,Contra Costa,Gender,Female,Malignant neoplasms,899
194,2014,Contra Costa,Gender,Female,"Nephritis, nephrotic syndrome and nephrosis",37
195,2014,Contra Costa,Gender,Female,Parkinson's disease,38
196,2014,Contra Costa,Gender,Male,Accidents (unintentional injuries),191
197,2014,Contra Costa,Gender,Male,Alzheimer's disease,134
198,2014,Contra Costa,Gender,Male,Assault (homicide),0
199,2014,Contra Costa,Gender,Male,Cerebrovascular diseases,232
200,2014,Contra Costa,Gender,Male,Chronic liver disease and cirrhosis,74
201,2014,Contra Costa,Gender,Male,Chronic lower respiratory diseases,176
202,2014,Contra Costa,Gender,Male,Diabetes mellitus,121
203,2014,Contra Costa,Gender,Male,Diseases of heart,773
204,2014,Contra Costa,Gender,Male,Essential hypertension and hypertensive renal disease,71
205,2014,Contra Costa,Gender,Male,Influenza and pneumonia,53
206,2014,Contra Costa,Gender,Male,Intentional self-harm (suicide),79
207,2014,Contra Costa,Gender,Male,Malignant neoplasms,848
208,2014,Contra Costa,Gender,Male,"Nephritis, nephrotic syndrome and nephrosis",40
209,2014,Contra Costa,Gender,Male,Parkinson's disease,55
210,2014,Contra Costa,Place Type,Decedent's Home,All causes (total),2680
211,2014,Contra Costa,Place Type,Emergency Room/Outpatient,All causes (total),405
212,2014,Contra Costa,Place Type,Hospice Facility,All causes (total),201
213,2014,Contra Costa,Place Type,Inpatient,All causes (total),2012
214,2014,Contra Costa,Place Type,Nursing Home/Long Term Care Facility,All causes (total),1173
215,2014,Contra Costa,Place Type,Other/Unknown,All causes (total),874
216,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Accidents (unintentional injuries),0
217,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Alzheimer's disease,0
218,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Assault (homicide),0
219,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Cerebrovascular diseases,0
220,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Chronic liver disease and cirrhosis,0
221,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Chronic lower respiratory diseases,0
222,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Diabetes mellitus,0
223,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Diseases of heart,0
224,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Essential hypertension and hypertensive renal disease,0
225,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Influenza and pneumonia,0
226,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Intentional self-harm (suicide),0
227,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Malignant neoplasms,0
228,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,"Nephritis, nephrotic syndrome and nephrosis",0
229,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Parkinson's disease,0
230,2014,Contra Costa,Race-Ethnicity,Asian,Accidents (unintentional injuries),17
231,2014,Contra Costa,Race-Ethnicity,Asian,Alzheimer's disease,28
232,2014,Contra Costa,Race-Ethnicity,Asian,Assault (homicide),0
233,2014,Contra Costa,Race-Ethnicity,Asian,Cerebrovascular diseases,53
234,2014,Contra Costa,Race-Ethnicity,Asian,Chronic liver disease and cirrhosis,0
235,2014,Contra Costa,Race-Ethnicity,Asian,Chronic lower respiratory diseases,22
236,2014,Contra Costa,Race-Ethnicity,Asian,Diabetes mellitus,20
237,2014,Contra Costa,Race-Ethnicity,Asian,Diseases of heart,115
238,2014,Contra Costa,Race-Ethnicity,Asian,Essential hypertension and hypertensive renal disease,21
239,2014,Contra Costa,Race-Ethnicity,Asian,Influenza and pneumonia,0
240,2014,Contra Costa,Race-Ethnicity,Asian,Intentional self-harm (suicide),13
241,2014,Contra Costa,Race-Ethnicity,Asian,Malignant neoplasms,140
242,2014,Contra Costa,Race-Ethnicity,Asian,"Nephritis, nephrotic syndrome and nephrosis",11
243,2014,Contra Costa,Race-Ethnicity,Asian,Parkinson's disease,0
244,2014,Contra Costa,Race-Ethnicity,Black,Accidents (unintentional injuries),40
245,2014,Contra Costa,Race-Ethnicity,Black,Alzheimer's disease,41
246,2014,Contra Costa,Race-Ethnicity,Black,Assault (homicide),29
247,2014,Contra Costa,Race-Ethnicity,Black,Cerebrovascular diseases,51
248,2014,Contra Costa,Race-Ethnicity,Black,Chronic liver disease and cirrhosis,0
249,2014,Contra Costa,Race-Ethnicity,Black,Chronic lower respiratory diseases,28
250,2014,Contra Costa,Race-Ethnicity,Black,Diabetes mellitus,37
251,2014,Contra Costa,Race-Ethnicity,Black,Diseases of heart,182
252,2014,Contra Costa,Race-Ethnicity,Black,Essential hypertension and hypertensive renal disease,19
253,2014,Contra Costa,Race-Ethnicity,Black,Influenza and pneumonia,14
254,2014,Contra Costa,Race-Ethnicity,Black,Intentional self-harm (suicide),0
255,2014,Contra Costa,Race-Ethnicity,Black,Malignant neoplasms,200
256,2014,Contra Costa,Race-Ethnicity,Black,"Nephritis, nephrotic syndrome and nephrosis",14
257,2014,Contra Costa,Race-Ethnicity,Black,Parkinson's disease,0
258,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Accidents (unintentional injuries),0
259,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Alzheimer's disease,0
260,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Assault (homicide),0
261,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Cerebrovascular diseases,0
262,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic liver disease and cirrhosis,0
263,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic lower respiratory diseases,0
264,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Diabetes mellitus,0
265,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Diseases of heart,0
266,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Essential hypertension and hypertensive renal disease,0
267,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Influenza and pneumonia,0
268,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Intentional self-harm (suicide),0
269,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Malignant neoplasms,11
270,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,"Nephritis, nephrotic syndrome and nephrosis",0
271,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Parkinson's disease,0
272,2014,Contra Costa,Race-Ethnicity,Hispanic,Accidents (unintentional injuries),53
273,2014,Contra Costa,Race-Ethnicity,Hispanic,Alzheimer's disease,29
274,2014,Contra Costa,Race-Ethnicity,Hispanic,Assault (homicide),19
275,2014,Contra Costa,Race-Ethnicity,Hispanic,Cerebrovascular diseases,42
276,2014,Contra Costa,Race-Ethnicity,Hispanic,Chronic liver disease and cirrhosis,23
277,2014,Contra Costa,Race-Ethnicity,Hispanic,Chronic lower respiratory diseases,18
278,2014,Contra Costa,Race-Ethnicity,Hispanic,Diabetes mellitus,31
279,2014,Contra Costa,Race-Ethnicity,Hispanic,Diseases of heart,128
280,2014,Contra Costa,Race-Ethnicity,Hispanic,Essential hypertension and hypertensive renal disease,13
281,2014,Contra Costa,Race-Ethnicity,Hispanic,Influenza and pneumonia,0
282,2014,Contra Costa,Race-Ethnicity,Hispanic,Intentional self-harm (suicide),0
283,2014,Contra Costa,Race-Ethnicity,Hispanic,Malignant neoplasms,165
284,2014,Contra Costa,Race-Ethnicity,Hispanic,"Nephritis, nephrotic syndrome and nephrosis",0
285,2014,Contra Costa,Race-Ethnicity,Hispanic,Parkinson's disease,0
286,2014,Contra Costa,Race-Ethnicity,Multi-Race,Accidents (unintentional injuries),0
287,2014,Contra Costa,Race-Ethnicity,Multi-Race,Alzheimer's disease,0
288,2014,Contra Costa,Race-Ethnicity,Multi-Race,Assault (homicide),0
289,2014,Contra Costa,Race-Ethnicity,Multi-Race,Cerebrovascular diseases,0
290,2014,Contra Costa,Race-Ethnicity,Multi-Race,Chronic liver disease and cirrhosis,0
291,2014,Contra Costa,Race-Ethnicity,Multi-Race,Chronic lower respiratory diseases,0
292,2014,Contra Costa,Race-Ethnicity,Multi-Race,Diabetes mellitus,0
293,2014,Contra Costa,Race-Ethnicity,Multi-Race,Diseases of heart,13
294,2014,Contra Costa,Race-Ethnicity,Multi-Race,Essential hypertension and hypertensive renal disease,0
295,2014,Contra Costa,Race-Ethnicity,Multi-Race,Influenza and pneumonia,0
296,2014,Contra Costa,Race-Ethnicity,Multi-Race,Intentional self-harm (suicide),0
297,2014,Contra Costa,Race-Ethnicity,Multi-Race,Malignant neoplasms,11
298,2014,Contra Costa,Race-Ethnicity,Multi-Race,"Nephritis, nephrotic syndrome and nephrosis",0
299,2014,Contra Costa,Race-Ethnicity,Multi-Race,Parkinson's disease,0
300,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Accidents (unintentional injuries),0
301,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Alzheimer's disease,0
302,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Assault (homicide),0
303,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Cerebrovascular diseases,0
304,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Chronic liver disease and cirrhosis,0
305,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Chronic lower respiratory diseases,0
306,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Diabetes mellitus,0
307,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Diseases of heart,0
308,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Essential hypertension and hypertensive renal disease,0
309,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Influenza and pneumonia,0
310,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Intentional self-harm (suicide),0
311,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Malignant neoplasms,0
312,2014,Contra Costa,Race-Ethnicity,Other/Unknown,"Nephritis, nephrotic syndrome and nephrosis",0
313,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Parkinson's disease,0
314,2014,Contra Costa,Race-Ethnicity,White,Accidents (unintentional injuries),176
315,2014,Contra Costa,Race-Ethnicity,White,Alzheimer's disease,342
316,2014,Contra Costa,Race-Ethnicity,White,Assault (homicide),0
317,2014,Contra Costa,Race-Ethnicity,White,Cerebrovascular diseases,392
318,2014,Contra Costa,Race-Ethnicity,White,Chronic liver disease and cirrhosis,71
319,2014,Contra Costa,Race-Ethnicity,White,Chronic lower respiratory diseases,295
320,2014,Contra Costa,Race-Ethnicity,White,Diabetes mellitus,122
321,2014,Contra Costa,Race-Ethnicity,White,Diseases of heart,1006
322,2014,Contra Costa,Race-Ethnicity,White,Essential hypertension and hypertensive renal disease,88
323,2014,Contra Costa,Race-Ethnicity,White,Influenza and pneumonia,87
324,2014,Contra Costa,Race-Ethnicity,White,Intentional self-harm (suicide),69
325,2014,Contra Costa,Race-Ethnicity,White,Malignant neoplasms,1211
326,2014,Contra Costa,Race-Ethnicity,White,"Nephritis, nephrotic syndrome and nephrosis",43
327,2014,Contra Costa,Race-Ethnicity,White,Parkinson's disease,76
328,2014,Contra Costa,Total Population,Total Population,Accidents (unintentional injuries),291
329,2014,Contra Costa,Total Population,Total Population,Alzheimer's disease,445
330,2014,Contra Costa,Total Population,Total Population,Assault (homicide),62
331,2014,Contra Costa,Total Population,Total Population,Cerebrovascular diseases,548
332,2014,Contra Costa,Total Population,Total Population,Chronic liver disease and cirrhosis,111
333,2014,Contra Costa,Total Population,Total Population,Chronic lower respiratory diseases,371
334,2014,Contra Costa,Total Population,Total Population,Diabetes mellitus,220
335,2014,Contra Costa,Total Population,Total Population,Diseases of heart,1458
336,2014,Contra Costa,Total Population,Total Population,Essential hypertension and hypertensive renal disease,145
337,2014,Contra Costa,Total Population,Total Population,Influenza and pneumonia,121
338,2014,Contra Costa,Total Population,Total Population,Intentional self-harm (suicide),104
339,2014,Contra Costa,Total Population,Total Population,Malignant neoplasms,1747
340,2014,Contra Costa,Total Population,Total Population,"Nephritis, nephrotic syndrome and nephrosis",77
341,2014,Contra Costa,Total Population,Total Population,Parkinson's disease,93
342,2014,Fresno,Age,1-4 years,All causes (total),16
343,2014,Fresno,Age,15-24 years,All causes (total),99
344,2014,Fresno,Age,25-34 years,All causes (total),154
345,2014,Fresno,Age,35-44 years,All causes (total),213
346,2014,Fresno,Age,45-54 years,All causes (total),465
347,2014,Fresno,Age,5-14 years,All causes (total),23
348,2014,Fresno,Age,55-64 years,All causes (total),871
349,2014,Fresno,Age,65-74 years,All causes (total),1075
350,2014,Fresno,Age,75-84 years,All causes (total),1418
351,2014,Fresno,Age,85 years and over,All causes (total),1942
352,2014,Fresno,Age,Under 1 year,All causes (total),116
353,2014,Fresno,Gender,Female,Accidents (unintentional injuries),120
354,2014,Fresno,Gender,Female,Alzheimer's disease,217
355,2014,Fresno,Gender,Female,Assault (homicide),0
356,2014,Fresno,Gender,Female,Cerebrovascular diseases,222
357,2014,Fresno,Gender,Female,Chronic liver disease and cirrhosis,58
358,2014,Fresno,Gender,Female,Chronic lower respiratory diseases,159
