,Year,County,Strata,Strata_Name,Cause_Desc,Count
47,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Assault (homicide),0
48,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Cerebrovascular diseases,0
49,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Chronic liver disease and cirrhosis,0
50,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Chronic lower respiratory diseases,0
51,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Diabetes mellitus,0
52,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Diseases of heart,0
53,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Essential hypertension and hypertensive renal disease,0
54,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Influenza and pneumonia,0
55,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Intentional self-harm (suicide),0
56,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Malignant neoplasms,0
57,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,"Nephritis, nephrotic syndrome and nephrosis",0
58,2014,Alameda,Race-Ethnicity,American Indian/Alaskan Native,Parkinson's disease,0
59,2014,Alameda,Race-Ethnicity,Asian,Accidents (unintentional injuries),42
60,2014,Alameda,Race-Ethnicity,Asian,Alzheimer's disease,71
61,2014,Alameda,Race-Ethnicity,Asian,Assault (homicide),0
62,2014,Alameda,Race-Ethnicity,Asian,Cerebrovascular diseases,107
63,2014,Alameda,Race-Ethnicity,Asian,Chronic liver disease and cirrhosis,0
64,2014,Alameda,Race-Ethnicity,Asian,Chronic lower respiratory diseases,49
65,2014,Alameda,Race-Ethnicity,Asian,Diabetes mellitus,87
66,2014,Alameda,Race-Ethnicity,Asian,Diseases of heart,270
67,2014,Alameda,Race-Ethnicity,Asian,Essential hypertension and hypertensive renal disease,41
68,2014,Alameda,Race-Ethnicity,Asian,Influenza and pneumonia,46
69,2014,Alameda,Race-Ethnicity,Asian,Intentional self-harm (suicide),32
70,2014,Alameda,Race-Ethnicity,Asian,Malignant neoplasms,438
71,2014,Alameda,Race-Ethnicity,Asian,"Nephritis, nephrotic syndrome and nephrosis",19
72,2014,Alameda,Race-Ethnicity,Asian,Parkinson's disease,11
73,2014,Alameda,Race-Ethnicity,Black,Accidents (unintentional injuries),88
74,2014,Alameda,Race-Ethnicity,Black,Alzheimer's disease,77
75,2014,Alameda,Race-Ethnicity,Black,Assault (homicide),68
76,2014,Alameda,Race-Ethnicity,Black,Cerebrovascular diseases,105
77,2014,Alameda,Race-Ethnicity,Black,Chronic liver disease and cirrhosis,22
78,2014,Alameda,Race-Ethnicity,Black,Chronic lower respiratory diseases,72
79,2014,Alameda,Race-Ethnicity,Black,Diabetes mellitus,72
80,2014,Alameda,Race-Ethnicity,Black,Diseases of heart,366
81,2014,Alameda,Race-Ethnicity,Black,Essential hypertension and hypertensive renal disease,52
82,2014,Alameda,Race-Ethnicity,Black,Influenza and pneumonia,36
83,2014,Alameda,Race-Ethnicity,Black,Intentional self-harm (suicide),0
84,2014,Alameda,Race-Ethnicity,Black,Malignant neoplasms,356
85,2014,Alameda,Race-Ethnicity,Black,"Nephritis, nephrotic syndrome and nephrosis",32
86,2014,Alameda,Race-Ethnicity,Black,Parkinson's disease,0
87,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Accidents (unintentional injuries),0
88,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Alzheimer's disease,0
89,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Assault (homicide),0
90,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Cerebrovascular diseases,0
91,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic liver disease and cirrhosis,0
92,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic lower respiratory diseases,0
93,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Diabetes mellitus,0
94,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Diseases of heart,0
95,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Essential hypertension and hypertensive renal disease,0
96,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Influenza and pneumonia,0
97,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Intentional self-harm (suicide),0
98,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Malignant neoplasms,0
99,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,"Nephritis, nephrotic syndrome and nephrosis",0
100,2014,Alameda,Race-Ethnicity,Hawaiian/Pacific Islander,Parkinson's disease,0
101,2014,Alameda,Race-Ethnicity,Hispanic,Accidents (unintentional injuries),64
102,2014,Alameda,Race-Ethnicity,Hispanic,Alzheimer's disease,33
103,2014,Alameda,Race-Ethnicity,Hispanic,Assault (homicide),22
104,2014,Alameda,Race-Ethnicity,Hispanic,Cerebrovascular diseases,48
105,2014,Alameda,Race-Ethnicity,Hispanic,Chronic liver disease and cirrhosis,36
106,2014,Alameda,Race-Ethnicity,Hispanic,Chronic lower respiratory diseases,26
107,2014,Alameda,Race-Ethnicity,Hispanic,Diabetes mellitus,51
108,2014,Alameda,Race-Ethnicity,Hispanic,Diseases of heart,175
109,2014,Alameda,Race-Ethnicity,Hispanic,Essential hypertension and hypertensive renal disease,0
110,2014,Alameda,Race-Ethnicity,Hispanic,Influenza and pneumonia,22
111,2014,Alameda,Race-Ethnicity,Hispanic,Intentional self-harm (suicide),21
112,2014,Alameda,Race-Ethnicity,Hispanic,Malignant neoplasms,238
113,2014,Alameda,Race-Ethnicity,Hispanic,"Nephritis, nephrotic syndrome and nephrosis",12
114,2014,Alameda,Race-Ethnicity,Hispanic,Parkinson's disease,0
115,2014,Alameda,Race-Ethnicity,Multi-Race,Accidents (unintentional injuries),14
116,2014,Alameda,Race-Ethnicity,Multi-Race,Alzheimer's disease,0
117,2014,Alameda,Race-Ethnicity,Multi-Race,Assault (homicide),0
118,2014,Alameda,Race-Ethnicity,Multi-Race,Cerebrovascular diseases,0
119,2014,Alameda,Race-Ethnicity,Multi-Race,Chronic liver disease and cirrhosis,0
120,2014,Alameda,Race-Ethnicity,Multi-Race,Chronic lower respiratory diseases,0
121,2014,Alameda,Race-Ethnicity,Multi-Race,Diabetes mellitus,0
122,2014,Alameda,Race-Ethnicity,Multi-Race,Diseases of heart,13
123,2014,Alameda,Race-Ethnicity,Multi-Race,Essential hypertension and hypertensive renal disease,0
124,2014,Alameda,Race-Ethnicity,Multi-Race,Influenza and pneumonia,0
125,2014,Alameda,Race-Ethnicity,Multi-Race,Intentional self-harm (suicide),0
126,2014,Alameda,Race-Ethnicity,Multi-Race,Malignant neoplasms,23
127,2014,Alameda,Race-Ethnicity,Multi-Race,"Nephritis, nephrotic syndrome and nephrosis",0
128,2014,Alameda,Race-Ethnicity,Multi-Race,Parkinson's disease,0
129,2014,Alameda,Race-Ethnicity,Other/Unknown,Accidents (unintentional injuries),0
130,2014,Alameda,Race-Ethnicity,Other/Unknown,Alzheimer's disease,0
131,2014,Alameda,Race-Ethnicity,Other/Unknown,Assault (homicide),0
132,2014,Alameda,Race-Ethnicity,Other/Unknown,Cerebrovascular diseases,0
133,2014,Alameda,Race-Ethnicity,Other/Unknown,Chronic liver disease and cirrhosis,0
134,2014,Alameda,Race-Ethnicity,Other/Unknown,Chronic lower respiratory diseases,0
135,2014,Alameda,Race-Ethnicity,Other/Unknown,Diabetes mellitus,0
136,2014,Alameda,Race-Ethnicity,Other/Unknown,Diseases of heart,25
137,2014,Alameda,Race-Ethnicity,Other/Unknown,Essential hypertension and hypertensive renal disease,0
138,2014,Alameda,Race-Ethnicity,Other/Unknown,Influenza and pneumonia,0
139,2014,Alameda,Race-Ethnicity,Other/Unknown,Intentional self-harm (suicide),0
140,2014,Alameda,Race-Ethnicity,Other/Unknown,Malignant neoplasms,23
141,2014,Alameda,Race-Ethnicity,Other/Unknown,"Nephritis, nephrotic syndrome and nephrosis",0
142,2014,Alameda,Race-Ethnicity,Other/Unknown,Parkinson's disease,0
143,2014,Alameda,Race-Ethnicity,White,Accidents (unintentional injuries),177
144,2014,Alameda,Race-Ethnicity,White,Alzheimer's disease,286
145,2014,Alameda,Race-Ethnicity,White,Assault (homicide),0
146,2014,Alameda,Race-Ethnicity,White,Cerebrovascular diseases,259
147,2014,Alameda,Race-Ethnicity,White,Chronic liver disease and cirrhosis,72
148,2014,Alameda,Race-Ethnicity,White,Chronic lower respiratory diseases,264
149,2014,Alameda,Race-Ethnicity,White,Diabetes mellitus,145
150,2014,Alameda,Race-Ethnicity,White,Diseases of heart,1011
151,2014,Alameda,Race-Ethnicity,White,Essential hypertension and hypertensive renal disease,102
152,2014,Alameda,Race-Ethnicity,White,Influenza and pneumonia,106
153,2014,Alameda,Race-Ethnicity,White,Intentional self-harm (suicide),93
154,2014,Alameda,Race-Ethnicity,White,Malignant neoplasms,1129
155,2014,Alameda,Race-Ethnicity,White,"Nephritis, nephrotic syndrome and nephrosis",51
156,2014,Alameda,Race-Ethnicity,White,Parkinson's disease,66
157,2014,Alameda,Total Population,Total Population,Accidents (unintentional injuries),398
158,2014,Alameda,Total Population,Total Population,Alzheimer's disease,476
159,2014,Alameda,Total Population,Total Population,Assault (homicide),110
160,2014,Alameda,Total Population,Total Population,Cerebrovascular diseases,529
161,2014,Alameda,Total Population,Total Population,Chronic liver disease and cirrhosis,150
162,2014,Alameda,Total Population,Total Population,Chronic lower respiratory diseases,418
163,2014,Alameda,Total Population,Total Population,Diabetes mellitus,365
164,2014,Alameda,Total Population,Total Population,Diseases of heart,1878
165,2014,Alameda,Total Population,Total Population,Essential hypertension and hypertensive renal disease,208
166,2014,Alameda,Total Population,Total Population,Influenza and pneumonia,220
167,2014,Alameda,Total Population,Total Population,Intentional self-harm (suicide),162
168,2014,Alameda,Total Population,Total Population,Malignant neoplasms,2229
169,2014,Alameda,Total Population,Total Population,"Nephritis, nephrotic syndrome and nephrosis",122
170,2014,Alameda,Total Population,Total Population,Parkinson's disease,91
171,2014,Contra Costa,Age,1-4 years,All causes (total),0
172,2014,Contra Costa,Age,15-24 years,All causes (total),70
173,2014,Contra Costa,Age,25-34 years,All causes (total),114
174,2014,Contra Costa,Age,35-44 years,All causes (total),152
175,2014,Contra Costa,Age,45-54 years,All causes (total),423
176,2014,Contra Costa,Age,5-14 years,All causes (total),0
177,2014,Contra Costa,Age,55-64 years,All causes (total),857
178,2014,Contra Costa,Age,65-74 years,All causes (total),1209
179,2014,Contra Costa,Age,75-84 years,All causes (total),1708
180,2014,Contra Costa,Age,85 years and over,All causes (total),2759
181,2014,Contra Costa,Age,Under 1 year,All causes (total),25
182,2014,Contra Costa,Gender,Female,Accidents (unintentional injuries),93
183,2014,Contra Costa,Gender,Female,Alzheimer's disease,316
184,2014,Contra Costa,Gender,Female,Assault (homicide),0
185,2014,Contra Costa,Gender,Female,Cerebrovascular diseases,331
186,2014,Contra Costa,Gender,Female,Chronic liver disease and cirrhosis,38
187,2014,Contra Costa,Gender,Female,Chronic lower respiratory diseases,199
188,2014,Contra Costa,Gender,Female,Diabetes mellitus,95
189,2014,Contra Costa,Gender,Female,Diseases of heart,685
190,2014,Contra Costa,Gender,Female,Essential hypertension and hypertensive renal disease,68
191,2014,Contra Costa,Gender,Female,Influenza and pneumonia,64
192,2014,Contra Costa,Gender,Female,Intentional self-harm (suicide),24
193,2014,Contra Costa,Gender,Female,Malignant neoplasms,926
194,2014,Contra Costa,Gender,Female,"Nephritis, nephrotic syndrome and nephrosis",33
195,2014,Contra Costa,Gender,Female,Parkinson's disease,41
196,2014,Contra Costa,Gender,Male,Accidents (unintentional injuries),163
197,2014,Contra Costa,Gender,Male,Alzheimer's disease,134
198,2014,Contra Costa,Gender,Male,Assault (homicide),0
199,2014,Contra Costa,Gender,Male,Cerebrovascular diseases,242
200,2014,Contra Costa,Gender,Male,Chronic liver disease and cirrhosis,76
201,2014,Contra Costa,Gender,Male,Chronic lower respiratory diseases,178
202,2014,Contra Costa,Gender,Male,Diabetes mellitus,117
203,2014,Contra Costa,Gender,Male,Diseases of heart,773
204,2014,Contra Costa,Gender,Male,Essential hypertension and hypertensive renal disease,73
205,2014,Contra Costa,Gender,Male,Influenza and pneumonia,58
206,2014,Contra Costa,Gender,Male,Intentional self-harm (suicide),70
207,2014,Contra Costa,Gender,Male,Malignant neoplasms,879
208,2014,Contra Costa,Gender,Male,"Nephritis, nephrotic syndrome and nephrosis",40
209,2014,Contra Costa,Gender,Male,Parkinson's disease,55
210,2014,Contra Costa,Place Type,Decedent's Home,All causes (total),2680
211,2014,Contra Costa,Place Type,Emergency Room/Outpatient,All causes (total),373
212,2014,Contra Costa,Place Type,Hospice Facility,All causes (total),239
213,2014,Contra Costa,Place Type,Inpatient,All causes (total),1877
214,2014,Contra Costa,Place Type,Nursing Home/Long Term Care Facility,All causes (total),1204
215,2014,Contra Costa,Place Type,Other/Unknown,All causes (total),949
216,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Accidents (unintentional injuries),0
217,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Alzheimer's disease,0
218,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Assault (homicide),0
219,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Cerebrovascular diseases,0
220,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Chronic liver disease and cirrhosis,0
221,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Chronic lower respiratory diseases,0
222,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Diabetes mellitus,0
223,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Diseases of heart,0
224,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Essential hypertension and hypertensive renal disease,0
225,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Influenza and pneumonia,0
226,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Intentional self-harm (suicide),0
227,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Malignant neoplasms,0
228,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,"Nephritis, nephrotic syndrome and nephrosis",0
229,2014,Contra Costa,Race-Ethnicity,American Indian/Alaskan Native,Parkinson's disease,0
230,2014,Contra Costa,Race-Ethnicity,Asian,Accidents (unintentional injuries),13
231,2014,Contra Costa,Race-Ethnicity,Asian,Alzheimer's disease,24
232,2014,Contra Costa,Race-Ethnicity,Asian,Assault (homicide),0
233,2014,Contra Costa,Race-Ethnicity,Asian,Cerebrovascular diseases,60
234,2014,Contra Costa,Race-Ethnicity,Asian,Chronic liver disease and cirrhosis,0
235,2014,Contra Costa,Race-Ethnicity,Asian,Chronic lower respiratory diseases,17
236,2014,Contra Costa,Race-Ethnicity,Asian,Diabetes mellitus,18
237,2014,Contra Costa,Race-Ethnicity,Asian,Diseases of heart,103
238,2014,Contra Costa,Race-Ethnicity,Asian,Essential hypertension and hypertensive renal disease,19
239,2014,Contra Costa,Race-Ethnicity,Asian,Influenza and pneumonia,12
240,2014,Contra Costa,Race-Ethnicity,Asian,Intentional self-harm (suicide),13
241,2014,Contra Costa,Race-Ethnicity,Asian,Malignant neoplasms,140
242,2014,Contra Costa,Race-Ethnicity,Asian,"Nephritis, nephrotic syndrome and nephrosis",0
243,2014,Contra Costa,Race-Ethnicity,Asian,Parkinson's disease,0
244,2014,Contra Costa,Race-Ethnicity,Black,Accidents (unintentional injuries),25
245,2014,Contra Costa,Race-Ethnicity,Black,Alzheimer's disease,40
246,2014,Contra Costa,Race-Ethnicity,Black,Assault (homicide),24
247,2014,Contra Costa,Race-Ethnicity,Black,Cerebrovascular diseases,52
248,2014,Contra Costa,Race-Ethnicity,Black,Chronic liver disease and cirrhosis,0
249,2014,Contra Costa,Race-Ethnicity,Black,Chronic lower respiratory diseases,31
250,2014,Contra Costa,Race-Ethnicity,Black,Diabetes mellitus,31
251,2014,Contra Costa,Race-Ethnicity,Black,Diseases of heart,177
252,2014,Contra Costa,Race-Ethnicity,Black,Essential hypertension and hypertensive renal disease,19
253,2014,Contra Costa,Race-Ethnicity,Black,Influenza and pneumonia,0
254,2014,Contra Costa,Race-Ethnicity,Black,Intentional self-harm (suicide),0
255,2014,Contra Costa,Race-Ethnicity,Black,Malignant neoplasms,218
256,2014,Contra Costa,Race-Ethnicity,Black,"Nephritis, nephrotic syndrome and nephrosis",0
257,2014,Contra Costa,Race-Ethnicity,Black,Parkinson's disease,0
258,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Accidents (unintentional injuries),0
259,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Alzheimer's disease,0
260,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Assault (homicide),0
261,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Cerebrovascular diseases,0
262,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic liver disease and cirrhosis,0
263,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic lower respiratory diseases,0
264,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Diabetes mellitus,0
265,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Diseases of heart,0
266,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Essential hypertension and hypertensive renal disease,0
267,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Influenza and pneumonia,0
268,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Intentional self-harm (suicide),0
269,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Malignant neoplasms,12
270,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,"Nephritis, nephrotic syndrome and nephrosis",0
271,2014,Contra Costa,Race-Ethnicity,Hawaiian/Pacific Islander,Parkinson's disease,0
272,2014,Contra Costa,Race-Ethnicity,Hispanic,Accidents (unintentional injuries),51
273,2014,Contra Costa,Race-Ethnicity,Hispanic,Alzheimer's disease,32
274,2014,Contra Costa,Race-Ethnicity,Hispanic,Assault (homicide),19
275,2014,Contra Costa,Race-Ethnicity,Hispanic,Cerebrovascular diseases,41
276,2014,Contra Costa,Race-Ethnicity,Hispanic,Chronic liver disease and cirrhosis,27
277,2014,Contra Costa,Race-Ethnicity,Hispanic,Chronic lower respiratory diseases,18
278,2014,Contra Costa,Race-Ethnicity,Hispanic,Diabetes mellitus,31
279,2014,Contra Costa,Race-Ethnicity,Hispanic,Diseases of heart,130
280,2014,Contra Costa,Race-Ethnicity,Hispanic,Essential hypertension and hypertensive renal disease,11
281,2014,Contra Costa,Race-Ethnicity,Hispanic,Influenza and pneumonia,0
282,2014,Contra Costa,Race-Ethnicity,Hispanic,Intentional self-harm (suicide),11
283,2014,Contra Costa,Race-Ethnicity,Hispanic,Malignant neoplasms,165
284,2014,Contra Costa,Race-Ethnicity,Hispanic,"Nephritis, nephrotic syndrome and nephrosis",0
285,2014,Contra Costa,Race-Ethnicity,Hispanic,Parkinson's disease,0
286,2014,Contra Costa,Race-Ethnicity,Multi-Race,Accidents (unintentional injuries),0
287,2014,Contra Costa,Race-Ethnicity,Multi-Race,Alzheimer's disease,0
288,2014,Contra Costa,Race-Ethnicity,Multi-Race,Assault (homicide),0
289,2014,Contra Costa,Race-Ethnicity,Multi-Race,Cerebrovascular diseases,0
290,2014,Contra Costa,Race-Ethnicity,Multi-Race,Chronic liver disease and cirrhosis,0
291,2014,Contra Costa,Race-Ethnicity,Multi-Race,Chronic lower respiratory diseases,0
292,2014,Contra Costa,Race-Ethnicity,Multi-Race,Diabetes mellitus,0
293,2014,Contra Costa,Race-Ethnicity,Multi-Race,Diseases of heart,13
294,2014,Contra Costa,Race-Ethnicity,Multi-Race,Essential hypertension and hypertensive renal disease,0
295,2014,Contra Costa,Race-Ethnicity,Multi-Race,Influenza and pneumonia,0
296,2014,Contra Costa,Race-Ethnicity,Multi-Race,Intentional self-harm (suicide),0
297,2014,Contra Costa,Race-Ethnicity,Multi-Race,Malignant neoplasms,12
298,2014,Contra Costa,Race-Ethnicity,Multi-Race,"Nephritis, nephrotic syndrome and nephrosis",0
299,2014,Contra Costa,Race-Ethnicity,Multi-Race,Parkinson's disease,0
300,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Accidents (unintentional injuries),0
301,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Alzheimer's disease,0
302,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Assault (homicide),0
303,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Cerebrovascular diseases,0
304,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Chronic liver disease and cirrhosis,0
305,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Chronic lower respiratory diseases,0
306,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Diabetes mellitus,0
307,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Diseases of heart,0
308,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Essential hypertension and hypertensive renal disease,0
309,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Influenza and pneumonia,0
310,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Intentional self-harm (suicide),0
311,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Malignant neoplasms,0
312,2014,Contra Costa,Race-Ethnicity,Other/Unknown,"Nephritis, nephrotic syndrome and nephrosis",0
313,2014,Contra Costa,Race-Ethnicity,Other/Unknown,Parkinson's disease,0
314,2014,Contra Costa,Race-Ethnicity,White,Accidents (unintentional injuries),162
315,2014,Contra Costa,Race-Ethnicity,White,Alzheimer's disease,350
316,2014,Contra Costa,Race-Ethnicity,White,Assault (homicide),0
317,2014,Contra Costa,Race-Ethnicity,White,Cerebrovascular diseases,409
318,2014,Contra Costa,Race-Ethnicity,White,Chronic liver disease and cirrhosis,73
319,2014,Contra Costa,Race-Ethnicity,White,Chronic lower respiratory diseases,302
320,2014,Contra Costa,Race-Ethnicity,White,Diabetes mellitus,120
321,2014,Contra Costa,Race-Ethnicity,White,Diseases of heart,1023
322,2014,Contra Costa,Race-Ethnicity,White,Essential hypertension and hypertensive renal disease,88
323,2014,Contra Costa,Race-Ethnicity,White,Influenza and pneumonia,89
324,2014,Contra Costa,Race-Ethnicity,White,Intentional self-harm (suicide),56
325,2014,Contra Costa,Race-Ethnicity,White,Malignant neoplasms,1246
326,2014,Contra Costa,Race-Ethnicity,White,"Nephritis, nephrotic syndrome and nephrosis",44
327,2014,Contra Costa,Race-Ethnicity,White,Parkinson's disease,76
328,2014,Contra Costa,Total Population,Total Population,Accidents (unintentional injuries),256
329,2014,Contra Costa,Total Population,Total Population,Alzheimer's disease,450
330,2014,Contra Costa,Total Population,Total Population,Assault (homicide),53
331,2014,Contra Costa,Total Population,Total Population,Cerebrovascular diseases,573
332,2014,Contra Costa,Total Population,Total Population,Chronic liver disease and cirrhosis,114
333,2014,Contra Costa,Total Population,Total Population,Chronic lower respiratory diseases,377
334,2014,Contra Costa,Total Population,Total Population,Diabetes mellitus,212
335,2014,Contra Costa,Total Population,Total Population,Diseases of heart,1458
336,2014,Contra Costa,Total Population,Total Population,Essential hypertension and hypertensive renal disease,141
337,2014,Contra Costa,Total Population,Total Population,Influenza and pneumonia,122
338,2014,Contra Costa,Total Population,Total Population,Intentional self-harm (suicide),94
339,2014,Contra Costa,Total Population,Total Population,Malignant neoplasms,1805
340,2014,Contra Costa,Total Population,Total Population,"Nephritis, nephrotic syndrome and nephrosis",73
341,2014,Contra Costa,Total Population,Total Population,Parkinson's disease,96
342,2014,Fresno,Age,1-4 years,All causes (total),0
343,2014,Fresno,Age,15-24 years,All causes (total),96
344,2014,Fresno,Age,25-34 years,All causes (total),166
345,2014,Fresno,Age,35-44 years,All causes (total),240
346,2014,Fresno,Age,45-54 years,All causes (total),502
347,2014,Fresno,Age,5-14 years,All causes (total),0
348,2014,Fresno,Age,55-64 years,All causes (total),928
349,2014,Fresno,Age,65-74 years,All causes (total),1148
350,2014,Fresno,Age,75-84 years,All causes (total),1495
351,2014,Fresno,Age,85 years and over,All causes (total),2014
352,2014,Fresno,Age,Under 1 year,All causes (total),104
353,2014,Fresno,Gender,Female,Accidents (unintentional injuries),141
354,2014,Fresno,Gender,Female,Alzheimer's disease,223
355,2014,Fresno,Gender,Female,Assault (homicide),0
356,2014,Fresno,Gender,Female,Cerebrovascular diseases,239
357,2014,Fresno,Gender,Female,Chronic liver disease and cirrhosis,56
358,2014,Fresno,Gender,Female,Chronic lower respiratory diseases,156
