,Year,County,Strata,Strata_Name,Cause_Desc,Count
53,2014,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Essential hypertension and hypertensive renal disease,0
54,2014,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Influenza and pneumonia,0
55,2014,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Intentional self-harm (suicide),0
56,2014,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Malignant neoplasms,15
57,2014,San Diego,Race-Ethnicity,American Indian/Alaskan Native,"Nephritis, nephrotic syndrome and nephrosis",0
58,2014,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Parkinson's disease,0
59,2014,San Diego,Race-Ethnicity,Asian,Accidents (unintentional injuries),73
60,2014,San Diego,Race-Ethnicity,Asian,Alzheimer's disease,59
61,2014,San Diego,Race-Ethnicity,Asian,Assault (homicide),0
62,2014,San Diego,Race-Ethnicity,Asian,Cerebrovascular diseases,126
63,2014,San Diego,Race-Ethnicity,Asian,Chronic liver disease and cirrhosis,0
64,2014,San Diego,Race-Ethnicity,Asian,Chronic lower respiratory diseases,46
65,2014,San Diego,Race-Ethnicity,Asian,Diabetes mellitus,67
66,2014,San Diego,Race-Ethnicity,Asian,Diseases of heart,302
67,2014,San Diego,Race-Ethnicity,Asian,Essential hypertension and hypertensive renal disease,23
68,2014,San Diego,Race-Ethnicity,Asian,Influenza and pneumonia,34
69,2014,San Diego,Race-Ethnicity,Asian,Intentional self-harm (suicide),25
70,2014,San Diego,Race-Ethnicity,Asian,Malignant neoplasms,445
71,2014,San Diego,Race-Ethnicity,Asian,"Nephritis, nephrotic syndrome and nephrosis",11
72,2014,San Diego,Race-Ethnicity,Asian,Parkinson's disease,12
73,2014,San Diego,Race-Ethnicity,Black,Accidents (unintentional injuries),52
74,2014,San Diego,Race-Ethnicity,Black,Alzheimer's disease,38
75,2014,San Diego,Race-Ethnicity,Black,Assault (homicide),16
76,2014,San Diego,Race-Ethnicity,Black,Cerebrovascular diseases,51
77,2014,San Diego,Race-Ethnicity,Black,Chronic liver disease and cirrhosis,14
78,2014,San Diego,Race-Ethnicity,Black,Chronic lower respiratory diseases,41
79,2014,San Diego,Race-Ethnicity,Black,Diabetes mellitus,48
80,2014,San Diego,Race-Ethnicity,Black,Diseases of heart,244
81,2014,San Diego,Race-Ethnicity,Black,Essential hypertension and hypertensive renal disease,16
82,2014,San Diego,Race-Ethnicity,Black,Influenza and pneumonia,15
83,2014,San Diego,Race-Ethnicity,Black,Intentional self-harm (suicide),12
84,2014,San Diego,Race-Ethnicity,Black,Malignant neoplasms,241
85,2014,San Diego,Race-Ethnicity,Black,"Nephritis, nephrotic syndrome and nephrosis",0
86,2014,San Diego,Race-Ethnicity,Black,Parkinson's disease,0
87,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Accidents (unintentional injuries),0
88,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Alzheimer's disease,0
89,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Assault (homicide),0
90,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Cerebrovascular diseases,0
91,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic liver disease and cirrhosis,0
92,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic lower respiratory diseases,0
93,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Diabetes mellitus,0
94,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Diseases of heart,27
95,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Essential hypertension and hypertensive renal disease,0
96,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Influenza and pneumonia,0
97,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Intentional self-harm (suicide),0
98,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Malignant neoplasms,30
99,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,"Nephritis, nephrotic syndrome and nephrosis",0
100,2014,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Parkinson's disease,0
101,2014,San Diego,Race-Ethnicity,Hispanic,Accidents (unintentional injuries),234
102,2014,San Diego,Race-Ethnicity,Hispanic,Alzheimer's disease,144
103,2014,San Diego,Race-Ethnicity,Hispanic,Assault (homicide),28
104,2014,San Diego,Race-Ethnicity,Hispanic,Cerebrovascular diseases,185
105,2014,San Diego,Race-Ethnicity,Hispanic,Chronic liver disease and cirrhosis,112
106,2014,San Diego,Race-Ethnicity,Hispanic,Chronic lower respiratory diseases,83
107,2014,San Diego,Race-Ethnicity,Hispanic,Diabetes mellitus,158
108,2014,San Diego,Race-Ethnicity,Hispanic,Diseases of heart,656
109,2014,San Diego,Race-Ethnicity,Hispanic,Essential hypertension and hypertensive renal disease,52
110,2014,San Diego,Race-Ethnicity,Hispanic,Influenza and pneumonia,57
111,2014,San Diego,Race-Ethnicity,Hispanic,Intentional self-harm (suicide),64
112,2014,San Diego,Race-Ethnicity,Hispanic,Malignant neoplasms,812
113,2014,San Diego,Race-Ethnicity,Hispanic,"Nephritis, nephrotic syndrome and nephrosis",33
114,2014,San Diego,Race-Ethnicity,Hispanic,Parkinson's disease,42
115,2014,San Diego,Race-Ethnicity,Multi-Race,Accidents (unintentional injuries),11
116,2014,San Diego,Race-Ethnicity,Multi-Race,Alzheimer's disease,0
117,2014,San Diego,Race-Ethnicity,Multi-Race,Assault (homicide),0
118,2014,San Diego,Race-Ethnicity,Multi-Race,Cerebrovascular diseases,0
119,2014,San Diego,Race-Ethnicity,Multi-Race,Chronic liver disease and cirrhosis,0
120,2014,San Diego,Race-Ethnicity,Multi-Race,Chronic lower respiratory diseases,0
121,2014,San Diego,Race-Ethnicity,Multi-Race,Diabetes mellitus,0
122,2014,San Diego,Race-Ethnicity,Multi-Race,Diseases of heart,35
123,2014,San Diego,Race-Ethnicity,Multi-Race,Essential hypertension and hypertensive renal disease,0
124,2014,San Diego,Race-Ethnicity,Multi-Race,Influenza and pneumonia,0
125,2014,San Diego,Race-Ethnicity,Multi-Race,Intentional self-harm (suicide),0
126,2014,San Diego,Race-Ethnicity,Multi-Race,Malignant neoplasms,44
127,2014,San Diego,Race-Ethnicity,Multi-Race,"Nephritis, nephrotic syndrome and nephrosis",0
128,2014,San Diego,Race-Ethnicity,Multi-Race,Parkinson's disease,0
129,2014,San Diego,Race-Ethnicity,Other/Unknown,Accidents (unintentional injuries),0
130,2014,San Diego,Race-Ethnicity,Other/Unknown,Alzheimer's disease,0
131,2014,San Diego,Race-Ethnicity,Other/Unknown,Assault (homicide),0
132,2014,San Diego,Race-Ethnicity,Other/Unknown,Cerebrovascular diseases,0
133,2014,San Diego,Race-Ethnicity,Other/Unknown,Chronic liver disease and cirrhosis,0
134,2014,San Diego,Race-Ethnicity,Other/Unknown,Chronic lower respiratory diseases,0
135,2014,San Diego,Race-Ethnicity,Other/Unknown,Diabetes mellitus,0
136,2014,San Diego,Race-Ethnicity,Other/Unknown,Diseases of heart,30
137,2014,San Diego,Race-Ethnicity,Other/Unknown,Essential hypertension and hypertensive renal disease,0
138,2014,San Diego,Race-Ethnicity,Other/Unknown,Influenza and pneumonia,0
139,2014,San Diego,Race-Ethnicity,Other/Unknown,Intentional self-harm (suicide),0
140,2014,San Diego,Race-Ethnicity,Other/Unknown,Malignant neoplasms,17
141,2014,San Diego,Race-Ethnicity,Other/Unknown,"Nephritis, nephrotic syndrome and nephrosis",0
142,2014,San Diego,Race-Ethnicity,Other/Unknown,Parkinson's disease,0
143,2014,San Diego,Race-Ethnicity,White,Accidents (unintentional injuries),778
144,2014,San Diego,Race-Ethnicity,White,Alzheimer's disease,1080
145,2014,San Diego,Race-Ethnicity,White,Assault (homicide),34
146,2014,San Diego,Race-Ethnicity,White,Cerebrovascular diseases,810
147,2014,San Diego,Race-Ethnicity,White,Chronic liver disease and cirrhosis,191
148,2014,San Diego,Race-Ethnicity,White,Chronic lower respiratory diseases,816
149,2014,San Diego,Race-Ethnicity,White,Diabetes mellitus,326
150,2014,San Diego,Race-Ethnicity,White,Diseases of heart,3396
151,2014,San Diego,Race-Ethnicity,White,Essential hypertension and hypertensive renal disease,222
152,2014,San Diego,Race-Ethnicity,White,Influenza and pneumonia,208
153,2014,San Diego,Race-Ethnicity,White,Intentional self-harm (suicide),310
154,2014,San Diego,Race-Ethnicity,White,Malignant neoplasms,3470
155,2014,San Diego,Race-Ethnicity,White,"Nephritis, nephrotic syndrome and nephrosis",67
156,2014,San Diego,Race-Ethnicity,White,Parkinson's disease,211
157,2014,San Diego,Total Population,Total Population,Accidents (unintentional injuries),1163
158,2014,San Diego,Total Population,Total Population,Alzheimer's disease,1337
159,2014,San Diego,Total Population,Total Population,Assault (homicide),89
160,2014,San Diego,Total Population,Total Population,Cerebrovascular diseases,1192
161,2014,San Diego,Total Population,Total Population,Chronic liver disease and cirrhosis,335
162,2014,San Diego,Total Population,Total Population,Chronic lower respiratory diseases,1006
163,2014,San Diego,Total Population,Total Population,Diabetes mellitus,624
164,2014,San Diego,Total Population,Total Population,Diseases of heart,4709
165,2014,San Diego,Total Population,Total Population,Essential hypertension and hypertensive renal disease,317
166,2014,San Diego,Total Population,Total Population,Influenza and pneumonia,322
167,2014,San Diego,Total Population,Total Population,Intentional self-harm (suicide),421
168,2014,San Diego,Total Population,Total Population,Malignant neoplasms,5074
169,2014,San Diego,Total Population,Total Population,"Nephritis, nephrotic syndrome and nephrosis",117
170,2014,San Diego,Total Population,Total Population,Parkinson's disease,276
171,2015,San Diego,Age,1-4 years,All causes (total),25
172,2015,San Diego,Age,15-24 years,All causes (total),249
173,2015,San Diego,Age,25-34 years,All causes (total),360
174,2015,San Diego,Age,35-44 years,All causes (total),486
175,2015,San Diego,Age,45-54 years,All causes (total),1308
176,2015,San Diego,Age,5-14 years,All causes (total),42
177,2015,San Diego,Age,55-64 years,All causes (total),2744
178,2015,San Diego,Age,65-74 years,All causes (total),3569
179,2015,San Diego,Age,75-84 years,All causes (total),4886
180,2015,San Diego,Age,85 years and over,All causes (total),7851
181,2015,San Diego,Age,Under 1 year,All causes (total),190
182,2015,San Diego,Gender,Female,Accidents (unintentional injuries),409
183,2015,San Diego,Gender,Female,Alzheimer's disease,926
184,2015,San Diego,Gender,Female,Assault (homicide),28
185,2015,San Diego,Gender,Female,Cerebrovascular diseases,715
186,2015,San Diego,Gender,Female,Chronic liver disease and cirrhosis,154
187,2015,San Diego,Gender,Female,Chronic lower respiratory diseases,575
188,2015,San Diego,Gender,Female,Diabetes mellitus,339
189,2015,San Diego,Gender,Female,Diseases of heart,2316
190,2015,San Diego,Gender,Female,Essential hypertension and hypertensive renal disease,228
191,2015,San Diego,Gender,Female,Influenza and pneumonia,186
192,2015,San Diego,Gender,Female,Intentional self-harm (suicide),104
193,2015,San Diego,Gender,Female,Malignant neoplasms,2466
194,2015,San Diego,Gender,Female,"Nephritis, nephrotic syndrome and nephrosis",44
195,2015,San Diego,Gender,Female,Parkinson's disease,92
196,2015,San Diego,Gender,Male,Accidents (unintentional injuries),736
197,2015,San Diego,Gender,Male,Alzheimer's disease,491
198,2015,San Diego,Gender,Male,Assault (homicide),62
199,2015,San Diego,Gender,Male,Cerebrovascular diseases,518
200,2015,San Diego,Gender,Male,Chronic liver disease and cirrhosis,258
201,2015,San Diego,Gender,Male,Chronic lower respiratory diseases,449
202,2015,San Diego,Gender,Male,Diabetes mellitus,404
203,2015,San Diego,Gender,Male,Diseases of heart,2612
204,2015,San Diego,Gender,Male,Essential hypertension and hypertensive renal disease,163
205,2015,San Diego,Gender,Male,Influenza and pneumonia,179
206,2015,San Diego,Gender,Male,Intentional self-harm (suicide),327
207,2015,San Diego,Gender,Male,Malignant neoplasms,2778
208,2015,San Diego,Gender,Male,"Nephritis, nephrotic syndrome and nephrosis",53
209,2015,San Diego,Gender,Male,Parkinson's disease,182
210,2015,San Diego,Place Type,Decedent's Home,All causes (total),7319
211,2015,San Diego,Place Type,Emergency Room/Outpatient,All causes (total),1030
212,2015,San Diego,Place Type,Hospice Facility,All causes (total),674
213,2015,San Diego,Place Type,Inpatient,All causes (total),7035
214,2015,San Diego,Place Type,Nursing Home/Long Term Care Facility,All causes (total),4685
215,2015,San Diego,Place Type,Other/Unknown,All causes (total),976
216,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Accidents (unintentional injuries),0
217,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Alzheimer's disease,0
218,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Assault (homicide),0
219,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Cerebrovascular diseases,0
220,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Chronic liver disease and cirrhosis,0
221,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Chronic lower respiratory diseases,0
222,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Diabetes mellitus,11
223,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Diseases of heart,19
224,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Essential hypertension and hypertensive renal disease,0
225,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Influenza and pneumonia,0
226,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Intentional self-harm (suicide),0
227,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Malignant neoplasms,22
228,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,"Nephritis, nephrotic syndrome and nephrosis",0
229,2015,San Diego,Race-Ethnicity,American Indian/Alaskan Native,Parkinson's disease,0
230,2015,San Diego,Race-Ethnicity,Asian,Accidents (unintentional injuries),68
231,2015,San Diego,Race-Ethnicity,Asian,Alzheimer's disease,61
232,2015,San Diego,Race-Ethnicity,Asian,Assault (homicide),0
233,2015,San Diego,Race-Ethnicity,Asian,Cerebrovascular diseases,126
234,2015,San Diego,Race-Ethnicity,Asian,Chronic liver disease and cirrhosis,16
235,2015,San Diego,Race-Ethnicity,Asian,Chronic lower respiratory diseases,44
236,2015,San Diego,Race-Ethnicity,Asian,Diabetes mellitus,59
237,2015,San Diego,Race-Ethnicity,Asian,Diseases of heart,308
238,2015,San Diego,Race-Ethnicity,Asian,Essential hypertension and hypertensive renal disease,30
239,2015,San Diego,Race-Ethnicity,Asian,Influenza and pneumonia,32
240,2015,San Diego,Race-Ethnicity,Asian,Intentional self-harm (suicide),24
241,2015,San Diego,Race-Ethnicity,Asian,Malignant neoplasms,447
242,2015,San Diego,Race-Ethnicity,Asian,"Nephritis, nephrotic syndrome and nephrosis",12
243,2015,San Diego,Race-Ethnicity,Asian,Parkinson's disease,22
244,2015,San Diego,Race-Ethnicity,Black,Accidents (unintentional injuries),52
245,2015,San Diego,Race-Ethnicity,Black,Alzheimer's disease,36
246,2015,San Diego,Race-Ethnicity,Black,Assault (homicide),16
247,2015,San Diego,Race-Ethnicity,Black,Cerebrovascular diseases,61
248,2015,San Diego,Race-Ethnicity,Black,Chronic liver disease and cirrhosis,17
249,2015,San Diego,Race-Ethnicity,Black,Chronic lower respiratory diseases,31
250,2015,San Diego,Race-Ethnicity,Black,Diabetes mellitus,66
251,2015,San Diego,Race-Ethnicity,Black,Diseases of heart,232
252,2015,San Diego,Race-Ethnicity,Black,Essential hypertension and hypertensive renal disease,26
253,2015,San Diego,Race-Ethnicity,Black,Influenza and pneumonia,14
254,2015,San Diego,Race-Ethnicity,Black,Intentional self-harm (suicide),16
255,2015,San Diego,Race-Ethnicity,Black,Malignant neoplasms,251
256,2015,San Diego,Race-Ethnicity,Black,"Nephritis, nephrotic syndrome and nephrosis",0
257,2015,San Diego,Race-Ethnicity,Black,Parkinson's disease,0
258,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Accidents (unintentional injuries),0
259,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Alzheimer's disease,0
260,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Assault (homicide),0
261,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Cerebrovascular diseases,0
262,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic liver disease and cirrhosis,0
263,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic lower respiratory diseases,0
264,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Diabetes mellitus,0
265,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Diseases of heart,27
266,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Essential hypertension and hypertensive renal disease,0
267,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Influenza and pneumonia,0
268,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Intentional self-harm (suicide),0
269,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Malignant neoplasms,26
270,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,"Nephritis, nephrotic syndrome and nephrosis",0
271,2015,San Diego,Race-Ethnicity,Hawaiian/Pacific Islander,Parkinson's disease,0
272,2015,San Diego,Race-Ethnicity,Hispanic,Accidents (unintentional injuries),243
273,2015,San Diego,Race-Ethnicity,Hispanic,Alzheimer's disease,159
274,2015,San Diego,Race-Ethnicity,Hispanic,Assault (homicide),26
275,2015,San Diego,Race-Ethnicity,Hispanic,Cerebrovascular diseases,215
276,2015,San Diego,Race-Ethnicity,Hispanic,Chronic liver disease and cirrhosis,119
277,2015,San Diego,Race-Ethnicity,Hispanic,Chronic lower respiratory diseases,93
278,2015,San Diego,Race-Ethnicity,Hispanic,Diabetes mellitus,222
279,2015,San Diego,Race-Ethnicity,Hispanic,Diseases of heart,683
280,2015,San Diego,Race-Ethnicity,Hispanic,Essential hypertension and hypertensive renal disease,62
281,2015,San Diego,Race-Ethnicity,Hispanic,Influenza and pneumonia,67
282,2015,San Diego,Race-Ethnicity,Hispanic,Intentional self-harm (suicide),59
283,2015,San Diego,Race-Ethnicity,Hispanic,Malignant neoplasms,828
284,2015,San Diego,Race-Ethnicity,Hispanic,"Nephritis, nephrotic syndrome and nephrosis",15
285,2015,San Diego,Race-Ethnicity,Hispanic,Parkinson's disease,31
286,2015,San Diego,Race-Ethnicity,Multi-Race,Accidents (unintentional injuries),23
287,2015,San Diego,Race-Ethnicity,Multi-Race,Alzheimer's disease,0
288,2015,San Diego,Race-Ethnicity,Multi-Race,Assault (homicide),0
289,2015,San Diego,Race-Ethnicity,Multi-Race,Cerebrovascular diseases,0
290,2015,San Diego,Race-Ethnicity,Multi-Race,Chronic liver disease and cirrhosis,0
291,2015,San Diego,Race-Ethnicity,Multi-Race,Chronic lower respiratory diseases,0
292,2015,San Diego,Race-Ethnicity,Multi-Race,Diabetes mellitus,0
293,2015,San Diego,Race-Ethnicity,Multi-Race,Diseases of heart,40
294,2015,San Diego,Race-Ethnicity,Multi-Race,Essential hypertension and hypertensive renal disease,0
295,2015,San Diego,Race-Ethnicity,Multi-Race,Influenza and pneumonia,0
296,2015,San Diego,Race-Ethnicity,Multi-Race,Intentional self-harm (suicide),0
297,2015,San Diego,Race-Ethnicity,Multi-Race,Malignant neoplasms,41
298,2015,San Diego,Race-Ethnicity,Multi-Race,"Nephritis, nephrotic syndrome and nephrosis",0
299,2015,San Diego,Race-Ethnicity,Multi-Race,Parkinson's disease,0
300,2015,San Diego,Race-Ethnicity,Other/Unknown,Accidents (unintentional injuries),0
301,2015,San Diego,Race-Ethnicity,Other/Unknown,Alzheimer's disease,0
302,2015,San Diego,Race-Ethnicity,Other/Unknown,Assault (homicide),0
303,2015,San Diego,Race-Ethnicity,Other/Unknown,Cerebrovascular diseases,0
304,2015,San Diego,Race-Ethnicity,Other/Unknown,Chronic liver disease and cirrhosis,0
305,2015,San Diego,Race-Ethnicity,Other/Unknown,Chronic lower respiratory diseases,19
306,2015,San Diego,Race-Ethnicity,Other/Unknown,Diabetes mellitus,11
307,2015,San Diego,Race-Ethnicity,Other/Unknown,Diseases of heart,29
308,2015,San Diego,Race-Ethnicity,Other/Unknown,Essential hypertension and hypertensive renal disease,0
309,2015,San Diego,Race-Ethnicity,Other/Unknown,Influenza and pneumonia,0
310,2015,San Diego,Race-Ethnicity,Other/Unknown,Intentional self-harm (suicide),0
311,2015,San Diego,Race-Ethnicity,Other/Unknown,Malignant neoplasms,28
312,2015,San Diego,Race-Ethnicity,Other/Unknown,"Nephritis, nephrotic syndrome and nephrosis",0
313,2015,San Diego,Race-Ethnicity,Other/Unknown,Parkinson's disease,0
314,2015,San Diego,Race-Ethnicity,White,Accidents (unintentional injuries),749
315,2015,San Diego,Race-Ethnicity,White,Alzheimer's disease,1141
316,2015,San Diego,Race-Ethnicity,White,Assault (homicide),38
317,2015,San Diego,Race-Ethnicity,White,Cerebrovascular diseases,803
318,2015,San Diego,Race-Ethnicity,White,Chronic liver disease and cirrhosis,240
319,2015,San Diego,Race-Ethnicity,White,Chronic lower respiratory diseases,825
320,2015,San Diego,Race-Ethnicity,White,Diabetes mellitus,362
321,2015,San Diego,Race-Ethnicity,White,Diseases of heart,3590
322,2015,San Diego,Race-Ethnicity,White,Essential hypertension and hypertensive renal disease,267
323,2015,San Diego,Race-Ethnicity,White,Influenza and pneumonia,245
324,2015,San Diego,Race-Ethnicity,White,Intentional self-harm (suicide),317
325,2015,San Diego,Race-Ethnicity,White,Malignant neoplasms,3601
326,2015,San Diego,Race-Ethnicity,White,"Nephritis, nephrotic syndrome and nephrosis",61
327,2015,San Diego,Race-Ethnicity,White,Parkinson's disease,211
328,2015,San Diego,Total Population,Total Population,Accidents (unintentional injuries),1145
329,2015,San Diego,Total Population,Total Population,Alzheimer's disease,1417
330,2015,San Diego,Total Population,Total Population,Assault (homicide),90
331,2015,San Diego,Total Population,Total Population,Cerebrovascular diseases,1233
332,2015,San Diego,Total Population,Total Population,Chronic liver disease and cirrhosis,412
333,2015,San Diego,Total Population,Total Population,Chronic lower respiratory diseases,1024
334,2015,San Diego,Total Population,Total Population,Diabetes mellitus,743
335,2015,San Diego,Total Population,Total Population,Diseases of heart,4928
336,2015,San Diego,Total Population,Total Population,Essential hypertension and hypertensive renal disease,391
337,2015,San Diego,Total Population,Total Population,Influenza and pneumonia,365
338,2015,San Diego,Total Population,Total Population,Intentional self-harm (suicide),431
339,2015,San Diego,Total Population,Total Population,Malignant neoplasms,5244
340,2015,San Diego,Total Population,Total Population,"Nephritis, nephrotic syndrome and nephrosis",97
341,2015,San Diego,Total Population,Total Population,Parkinson's disease,274
342,2016,San Diego,Age,1-4 years,All causes (total),28
343,2016,San Diego,Age,15-24 years,All causes (total),224
344,2016,San Diego,Age,25-34 years,All causes (total),413
345,2016,San Diego,Age,35-44 years,All causes (total),603
346,2016,San Diego,Age,45-54 years,All causes (total),1291
347,2016,San Diego,Age,5-14 years,All causes (total),48
348,2016,San Diego,Age,55-64 years,All causes (total),2837
349,2016,San Diego,Age,65-74 years,All causes (total),3728
350,2016,San Diego,Age,75-84 years,All causes (total),5006
351,2016,San Diego,Age,85 years and over,All causes (total),7932
352,2016,San Diego,Age,Under 1 year,All causes (total),186
353,2016,San Diego,Gender,Female,Accidents (unintentional injuries),400
354,2016,San Diego,Gender,Female,Alzheimer's disease,970
355,2016,San Diego,Gender,Female,Assault (homicide),28
356,2016,San Diego,Gender,Female,Cerebrovascular diseases,838
357,2016,San Diego,Gender,Female,Chronic liver disease and cirrhosis,183
358,2016,San Diego,Gender,Female,Chronic lower respiratory diseases,567
359,2016,San Diego,Gender,Female,Diabetes mellitus,333
360,2016,San Diego,Gender,Female,Diseases of heart,2310
361,2016,San Diego,Gender,Female,Essential hypertension and hypertensive renal disease,220
362,2016,San Diego,Gender,Female,Influenza and pneumonia,193
363,2016,San Diego,Gender,Female,Intentional self-harm (suicide),110
364,2016,San Diego,Gender,Female,Malignant neoplasms,2609
365,2016,San Diego,Gender,Female,"Nephritis, nephrotic syndrome and nephrosis",41
366,2016,San Diego,Gender,Female,Parkinson's disease,118
367,2016,San Diego,Gender,Male,Accidents (unintentional injuries),785
368,2016,San Diego,Gender,Male,Alzheimer's disease,448
